Time,ULT,LLT,ULO2percent,LLCO2percent,ULO2,LLCO2,ULTS,LLTS
1429.8,133.64,90.5561,2.46397,0.00100854,0.0246397,1.01E-05,0.02,0.00
1435.2,132.983,90.2161,2.49221,0.00144429,0.0249221,1.44E-05,0.02,0.00
1440,132.339,89.8709,2.51986,0.00197786,0.0251986,1.98E-05,0.02,0.00
1444.8,131.705,89.5214,2.54693,0.00261334,0.0254693,2.61E-05,0.02,0.00
1450.2,131.083,89.1685,2.57343,0.00335401,0.0257343,3.35E-05,0.02,0.00
1455,130.47,88.8128,2.59939,0.00420247,0.0259939,4.20E-05,0.02,0.00
1459.8,129.866,88.455,2.6248,0.00516138,0.026248,5.16E-05,0.02,0.00
1465.2,129.272,88.0957,2.64969,0.00623315,0.0264969,6.23E-05,0.02,0.00
1470,128.686,87.7355,2.67407,0.00741597,0.0267407,7.42E-05,0.02,0.00
1474.8,128.108,87.3749,2.69795,0.00871198,0.0269795,8.71E-05,0.02,0.00
1480.2,127.538,87.0144,2.72135,0.0101182,0.0272135,0.000101182,0.02,0.00
1485,126.974,86.6543,2.74428,0.0116366,0.0274428,0.000116366,0.02,0.00
1489.8,126.419,86.2951,2.76671,0.0132754,0.0276671,0.000132754,0.02,0.00
1495.2,125.87,85.9371,2.78871,0.0150197,0.0278871,0.000150197,0.02,0.00
1500,125.327,85.5804,2.81027,0.0168732,0.0281027,0.000168732,0.02,0.00
1504.8,124.79,85.2253,2.83139,0.0188376,0.0283139,0.000188376,0.02,0.00
1510.2,124.259,84.872,2.85209,0.0209082,0.0285209,0.000209082,0.02,0.00
1515,123.733,84.5208,2.87238,0.0230855,0.0287238,0.000230855,0.02,0.00
1519.8,123.213,84.1716,2.89227,0.025366,0.0289227,0.00025366,0.02,0.00
1525.2,122.698,83.8248,2.91176,0.0277509,0.0291176,0.000277509,0.02,0.00
1530,122.188,83.4805,2.93087,0.0302355,0.0293087,0.000302355,0.02,0.00
1534.8,121.683,83.1386,2.9496,0.0328189,0.029496,0.000328189,0.02,0.00
1540.2,121.182,82.7995,2.96795,0.0354998,0.0296795,0.000354998,0.02,0.00
1545,120.686,82.4628,2.98595,0.038274,0.0298595,0.00038274,0.02,0.00
1549.8,120.195,82.129,3.00359,0.0411402,0.0300359,0.000411402,0.02,0.00
1555.2,119.707,81.7979,3.02088,0.0440959,0.0302088,0.000440959,0.02,0.00
1560,119.225,81.4698,3.03784,0.0471388,0.0303784,0.000471388,0.02,0.00
1564.8,118.746,81.1445,3.05446,0.0502663,0.0305446,0.000502663,0.02,0.00
1570.2,118.271,80.8221,3.07076,0.0534759,0.0307076,0.000534759,0.02,0.00
1575,117.8,80.5027,3.08675,0.0567651,0.0308675,0.000567651,0.02,0.00
1579.8,117.333,80.1862,3.10242,0.0601311,0.0310242,0.000601311,0.02,0.00
1585.2,116.87,79.8726,3.11779,0.0635716,0.0311779,0.000635716,0.02,0.00
1590,116.41,79.5619,3.13286,0.0670837,0.0313286,0.000670837,0.02,0.00
1594.8,115.954,79.2541,3.14764,0.0706649,0.0314764,0.000706649,0.02,0.00
1600.2,115.501,78.9492,3.16214,0.0743127,0.0316214,0.000743127,0.02,0.00
1605,115.051,78.6471,3.17635,0.0780243,0.0317635,0.000780243,0.02,0.00
1609.8,114.605,78.3479,3.1903,0.0817972,0.031903,0.000817972,0.02,0.00
1615.2,114.162,78.0515,3.20398,0.0856289,0.0320398,0.000856289,0.02,0.00
1620,113.723,77.7623,3.21738,0.0895165,0.0321738,0.000895165,0.02,0.00
1624.8,113.286,77.4979,3.23046,0.0934506,0.0323046,0.000934506,0.02,0.00
1630.2,112.853,77.2341,3.2433,0.0974342,0.032433,0.000974342,0.02,0.00
1635,112.422,76.971,3.25591,0.101465,0.0325591,0.00101465,0.02,0.00
1639.8,111.994,76.709,3.26828,0.105541,0.0326828,0.00105541,0.02,0.00
1645.2,111.569,76.448,3.28043,0.109662,0.0328043,0.00109662,0.02,0.00
1650,111.147,76.1883,3.29235,0.113824,0.0329235,0.00113824,0.02,0.00
1654.8,110.728,75.9298,3.30404,0.118026,0.0330404,0.00118026,0.02,0.00
1660.2,110.311,75.6726,3.31552,0.122263,0.0331552,0.00122263,0.02,0.00
1665,109.898,75.4168,3.32679,0.126536,0.0332679,0.00126536,0.02,0.00
1669.8,109.487,75.1625,3.33785,0.13084,0.0333785,0.0013084,0.02,0.00
1675.2,109.079,74.9097,3.3487,0.135175,0.033487,0.00135175,0.02,0.00
1680,108.674,74.6582,3.35935,0.139536,0.0335935,0.00139536,0.02,0.00
1684.8,108.271,74.4084,3.3698,0.143924,0.033698,0.00143924,0.02,0.00
1690.2,107.87,74.16,3.38005,0.148335,0.0338005,0.00148335,0.02,0.00
1695,107.472,73.9132,3.39012,0.152767,0.0339012,0.00152767,0.02,0.00
1699.8,107.077,73.668,3.4,0.157219,0.034,0.00157219,0.02,0.00
1705.2,106.684,73.4244,3.4097,0.161688,0.034097,0.00161688,0.02,0.00
1710,106.294,73.1824,3.41922,0.166172,0.0341922,0.00166172,0.02,0.00
1714.8,105.906,72.9419,3.42856,0.17067,0.0342856,0.0017067,0.02,0.00
1720.2,105.52,72.703,3.43772,0.175179,0.0343772,0.00175179,0.02,0.00
1725,105.136,72.4657,3.44672,0.179699,0.0344672,0.00179699,0.02,0.00
1729.8,104.755,72.23,3.45556,0.184226,0.0345556,0.00184226,0.02,0.00
1735.2,104.377,71.9958,3.46423,0.188759,0.0346423,0.00188759,0.02,0.00
1740,104,71.7632,3.47274,0.193297,0.0347274,0.00193297,0.02,0.00
1744.8,103.626,71.5321,3.48109,0.197838,0.0348109,0.00197838,0.02,0.00
1750.2,103.254,71.3025,3.48929,0.20238,0.0348929,0.0020238,0.02,0.00
1755,102.884,71.0744,3.49734,0.206921,0.0349734,0.00206921,0.02,0.00
1759.8,102.516,70.8478,3.50524,0.211461,0.0350524,0.00211461,0.02,0.00
1765.2,102.151,70.6227,3.51299,0.215998,0.0351299,0.00215998,0.02,0.00
1770,101.787,70.399,3.52061,0.22053,0.0352061,0.0022053,0.02,0.00
1774.8,101.426,70.1768,3.52808,0.225056,0.0352808,0.00225056,0.02,0.00
1780.2,101.066,69.956,3.53541,0.229574,0.0353541,0.00229574,0.02,0.00
1785,100.709,69.7366,3.54261,0.234084,0.0354261,0.00234084,0.02,0.00
1789.8,100.353,69.5187,3.54968,0.238583,0.0354968,0.00238583,0.02,0.00
1795.2,100,69.302,3.55662,0.243072,0.0355662,0.00243072,0.02,0.00
1800,99.6487,69.0868,3.56343,0.247548,0.0356343,0.00247548,0.02,0.00
1804.8,99.2994,68.8729,3.57011,0.25201,0.0357011,0.0025201,0.02,0.00
1810.2,98.9519,68.6604,3.57668,0.256458,0.0357668,0.00256458,0.02,0.00
1815,98.6065,68.4492,3.58312,0.26089,0.0358312,0.0026089,0.02,0.00
1819.8,98.2629,68.2392,3.58944,0.265305,0.0358944,0.00265305,0.02,0.00
1825.2,97.9212,68.0305,3.59565,0.269703,0.0359565,0.00269703,0.02,0.00
1830,97.5815,67.8232,3.60174,0.274082,0.0360174,0.00274082,0.02,0.00
1834.8,97.2435,67.617,3.60772,0.278441,0.0360772,0.00278441,0.02,0.00
1840.2,96.9075,67.4122,3.6136,0.282779,0.036136,0.00282779,0.02,0.00
1845,96.5732,67.2085,3.61936,0.287096,0.0361936,0.00287096,0.02,0.00
1849.8,96.2411,67.0061,3.62502,0.291391,0.0362502,0.00291391,0.02,0.00
1855.2,95.9109,66.8049,3.63057,0.295663,0.0363057,0.00295663,0.02,0.00
1860,95.5826,66.605,3.63602,0.299911,0.0363602,0.00299911,0.02,0.00
1864.8,95.256,66.4061,3.64137,0.304134,0.0364137,0.00304134,0.02,0.00
1870.2,94.9313,66.2084,3.64662,0.308332,0.0364662,0.00308332,0.02,0.00
1875,94.6084,66.0118,3.65178,0.312505,0.0365178,0.00312505,0.02,0.00
1879.8,94.2872,65.8164,3.65684,0.316651,0.0365684,0.00316651,0.02,0.00
1885.2,93.9679,65.6221,3.66181,0.32077,0.0366181,0.0032077,0.02,0.00
1890,93.6503,65.4289,3.66668,0.324861,0.0366668,0.00324861,0.02,0.00
1894.8,93.3345,65.2368,3.67147,0.328924,0.0367147,0.00328924,0.02,0.00
1900.2,93.0204,65.0458,3.67617,0.332959,0.0367617,0.00332959,0.02,0.00
1905,92.708,64.8559,3.68078,0.336964,0.0368078,0.00336964,0.02,0.00
1909.8,92.3972,64.667,3.68531,0.34094,0.0368531,0.0034094,0.02,0.00
1915.2,92.0882,64.4791,3.68976,0.344886,0.0368976,0.00344886,0.02,0.00
1920,91.7806,64.2916,3.69412,0.348801,0.0369412,0.00348801,0.02,0.00
1924.8,91.4747,64.1051,3.69841,0.352685,0.0369841,0.00352685,0.02,0.00
1930.2,91.1704,63.9194,3.70261,0.356538,0.0370261,0.00356538,0.02,0.00
1935,90.8677,63.7345,3.70675,0.360359,0.0370675,0.00360359,0.02,0.00
1939.8,90.5664,63.5504,3.71081,0.364147,0.0371081,0.00364147,0.02,0.00
1945.2,90.2667,63.3672,3.71479,0.367902,0.0371479,0.00367902,0.02,0.00
1950,89.9685,63.1849,3.71871,0.371624,0.0371871,0.00371624,0.02,0.00
1954.8,89.6718,63.0035,3.72255,0.375312,0.0372255,0.00375312,0.02,0.00
1960.2,89.3765,62.8231,3.72633,0.378967,0.0372633,0.00378967,0.02,0.00
1965,89.0828,62.6437,3.73003,0.382587,0.0373003,0.00382587,0.02,0.00
1969.8,88.7905,62.4653,3.73367,0.386172,0.0373367,0.00386172,0.02,0.00
1975.2,88.4997,62.2879,3.73725,0.389723,0.0373725,0.00389723,0.02,0.00
1980,88.2104,62.1116,3.74076,0.393239,0.0374076,0.00393239,0.02,0.00
1984.8,87.9224,61.9364,3.7442,0.396719,0.037442,0.00396719,0.02,0.00
1990.2,87.6359,61.7623,3.74759,0.400164,0.0374759,0.00400164,0.02,0.00
1995,87.3508,61.5892,3.75091,0.403573,0.0375091,0.00403573,0.02,0.00
1999.8,87.0672,61.4173,3.75417,0.406947,0.0375417,0.00406947,0.02,0.00
2005.2,86.7849,61.2464,3.75738,0.410285,0.0375738,0.00410285,0.02,0.00
2010,86.504,61.0767,3.76052,0.413587,0.0376052,0.00413587,0.02,0.00
2014.8,86.2245,60.908,3.76361,0.416853,0.0376361,0.00416853,0.02,0.00
2020.2,85.9463,60.7405,3.76665,0.420083,0.0376665,0.00420083,0.02,0.00
2025,85.6697,60.5741,3.76963,0.423277,0.0376963,0.00423277,0.02,0.00
2029.8,85.3942,60.4088,3.77256,0.426435,0.0377256,0.00426435,0.02,0.00
2035.2,85.1202,60.2445,3.77543,0.429557,0.0377543,0.00429557,0.02,0.00
2040,84.8475,60.0815,3.77825,0.432643,0.0377825,0.00432643,0.02,0.00
2044.8,84.5761,59.9194,3.78102,0.435693,0.0378102,0.00435693,0.02,0.00
2050.2,84.3061,59.7585,3.78375,0.438707,0.0378375,0.00438707,0.02,0.00
2055,84.0373,59.5986,3.78642,0.441685,0.0378642,0.00441685,0.02,0.00
2059.8,83.7699,59.4399,3.78904,0.444627,0.0378904,0.00444627,0.02,0.00
2065.2,83.5037,59.2821,3.79162,0.447534,0.0379162,0.00447534,0.02,0.00
2070,83.2389,59.1255,3.79415,0.450405,0.0379415,0.00450405,0.02,0.00
2074.8,82.9754,58.9699,3.79664,0.453241,0.0379664,0.00453241,0.02,0.00
2080.2,82.713,58.8153,3.79908,0.456041,0.0379908,0.00456041,0.02,0.00
2085,82.452,58.6617,3.80148,0.458806,0.0380148,0.00458806,0.02,0.00
2089.8,82.1923,58.5092,3.80384,0.461537,0.0380384,0.00461537,0.02,0.00
2095.2,81.9338,58.3577,3.80615,0.464232,0.0380615,0.00464232,0.02,0.00
2100,81.6765,58.2072,3.80842,0.466893,0.0380842,0.00466893,0.02,0.00
2104.8,81.4205,58.0576,3.81065,0.469519,0.0381065,0.00469519,0.02,0.00
2110.2,81.1657,57.9092,3.81284,0.472111,0.0381284,0.00472111,0.02,0.00
2115,80.9122,57.7617,3.81499,0.474669,0.0381499,0.00474669,0.02,0.00
2119.8,80.6599,57.6151,3.8171,0.477193,0.038171,0.00477193,0.02,0.00
2125.2,80.4087,57.4694,3.81918,0.479684,0.0381918,0.00479684,0.02,0.00
2130,80.1589,57.3248,3.82122,0.482141,0.0382122,0.00482141,0.02,0.00
2134.8,79.9103,57.1811,3.82322,0.484564,0.0382322,0.00484564,0.02,0.00
2140.2,79.6627,57.0383,3.82518,0.486955,0.0382518,0.00486955,0.02,0.00
2145,79.4164,56.8964,3.82711,0.489313,0.0382711,0.00489313,0.02,0.00
2149.8,79.1714,56.7555,3.82901,0.491639,0.0382901,0.00491639,0.02,0.00
2155.2,78.9275,56.6155,3.83087,0.493932,0.0383087,0.00493932,0.02,0.00
2160,78.6847,56.4763,3.8327,0.496194,0.038327,0.00496194,0.02,0.00
2164.8,78.4431,56.338,3.83449,0.498424,0.0383449,0.00498424,0.02,0.00
2170.2,78.2027,56.2006,3.83625,0.500622,0.0383625,0.00500622,0.02,0.00
2175,77.9635,56.0641,3.83798,0.502789,0.0383798,0.00502789,0.02,0.00
2179.8,77.7253,55.9284,3.83968,0.504925,0.0383968,0.00504925,0.02,0.00
2185.2,77.4883,55.7936,3.84135,0.50703,0.0384135,0.0050703,0.02,0.00
2190,77.2525,55.6597,3.84299,0.509105,0.0384299,0.00509105,0.02,0.00
2194.8,77.0179,55.5265,3.8446,0.51115,0.038446,0.0051115,0.02,0.00
2200.2,76.7842,55.3942,3.84618,0.513166,0.0384618,0.00513166,0.02,0.00
2205,76.5517,55.2627,3.84774,0.515151,0.0384774,0.00515151,0.02,0.00
2209.8,76.3205,55.132,3.84926,0.517108,0.0384926,0.00517108,0.02,0.00
2215.2,76.0903,55.0021,3.85076,0.519035,0.0385076,0.00519035,0.02,0.00
2220,75.8611,54.873,3.85223,0.520934,0.0385223,0.00520934,0.02,0.00
2224.8,75.633,54.7446,3.85367,0.522804,0.0385367,0.00522804,0.02,0.00
2230.2,75.4061,54.6171,3.85509,0.524646,0.0385509,0.00524646,0.02,0.00
2235,75.1803,54.4903,3.85648,0.52646,0.0385648,0.0052646,0.02,0.00
2239.8,74.9555,54.3643,3.85785,0.528247,0.0385785,0.00528247,0.02,0.00
2245.2,74.7317,54.2389,3.85919,0.530007,0.0385919,0.00530007,0.02,0.00
2250,74.5091,54.1144,3.86051,0.531739,0.0386051,0.00531739,0.02,0.00
2254.8,74.2876,53.9906,3.8618,0.533445,0.038618,0.00533445,0.02,0.00
2260.2,74.067,53.8675,3.86308,0.535125,0.0386308,0.00535125,0.02,0.00
2265,73.8475,53.7451,3.86432,0.536778,0.0386432,0.00536778,0.02,0.00
2269.8,73.6291,53.6235,3.86555,0.538406,0.0386555,0.00538406,0.02,0.00
2275.2,73.4118,53.5026,3.86675,0.540008,0.0386675,0.00540008,0.02,0.00
2280,73.1954,53.3823,3.86794,0.541585,0.0386794,0.00541585,0.02,0.00
2284.8,72.98,53.2627,3.8691,0.543137,0.038691,0.00543137,0.02,0.00
2290.2,72.7658,53.1438,3.87024,0.544665,0.0387024,0.00544665,0.02,0.00
2295,72.5526,53.0257,3.87135,0.546168,0.0387135,0.00546168,0.02,0.00
2299.8,72.3403,52.9081,3.87245,0.547646,0.0387245,0.00547646,0.02,0.00
2305.2,72.129,52.7912,3.87353,0.549101,0.0387353,0.00549101,0.02,0.00
2310,71.9188,52.675,3.87459,0.550533,0.0387459,0.00550533,0.02,0.00
2314.8,71.7096,52.5595,3.87563,0.551941,0.0387563,0.00551941,0.02,0.00
2320.2,71.5013,52.4445,3.87665,0.553327,0.0387665,0.00553327,0.02,0.00
2325,71.294,52.3302,3.87765,0.554689,0.0387765,0.00554689,0.02,0.00
2329.8,71.0877,52.2166,3.87864,0.55603,0.0387864,0.0055603,0.02,0.00
2335.2,70.8824,52.1036,3.87961,0.557348,0.0387961,0.00557348,0.02,0.00
2340,70.6781,51.9912,3.88055,0.558644,0.0388055,0.00558644,0.02,0.00
2344.8,70.4747,51.8794,3.88149,0.559919,0.0388149,0.00559919,0.02,0.00
2350.2,70.2723,51.7682,3.8824,0.561172,0.038824,0.00561172,0.02,0.00
2355,70.0709,51.6576,3.8833,0.562404,0.038833,0.00562404,0.02,0.00
2359.8,69.8704,51.5476,3.88418,0.563616,0.0388418,0.00563616,0.02,0.00
2365.2,69.6708,51.4382,3.88505,0.564807,0.0388505,0.00564807,0.02,0.00
2370,69.4723,51.3294,3.8859,0.565977,0.038859,0.00565977,0.02,0.00
2374.8,69.2746,51.2212,3.88673,0.567128,0.0388673,0.00567128,0.02,0.00
2380.2,69.0779,51.1136,3.88755,0.568259,0.0388755,0.00568259,0.02,0.00
2385,68.882,51.0065,3.88836,0.56937,0.0388836,0.0056937,0.02,0.00
2389.8,68.6872,50.9,3.88915,0.570462,0.0388915,0.00570462,0.02,0.00
2395.2,68.4933,50.794,3.88992,0.571536,0.0388992,0.00571536,0.02,0.00
2400,68.3002,50.6886,3.89068,0.57259,0.0389068,0.0057259,0.02,0.00
2404.8,68.108,50.5838,3.89143,0.573626,0.0389143,0.00573626,0.02,0.00
2410.2,67.9169,50.4795,3.89216,0.574643,0.0389216,0.00574643,0.02,0.00
2415,67.7266,50.3757,3.89288,0.575643,0.0389288,0.00575643,0.02,0.00
2419.8,67.5371,50.2725,3.89359,0.576625,0.0389359,0.00576625,0.02,0.00
2425.2,67.3485,50.1698,3.89428,0.577589,0.0389428,0.00577589,0.02,0.00
2430,67.1609,50.0676,3.89497,0.578536,0.0389497,0.00578536,0.02,0.00
2434.8,66.9742,49.966,3.89563,0.579465,0.0389563,0.00579465,0.02,0.00
2440.2,66.7883,49.8649,3.89629,0.580378,0.0389629,0.00580378,0.02,0.00
2445,66.6032,49.7643,3.89694,0.581275,0.0389694,0.00581275,0.02,0.00
2449.8,66.4191,49.6642,3.89757,0.582154,0.0389757,0.00582154,0.02,0.00
2455.2,66.2359,49.5646,3.89819,0.583018,0.0389819,0.00583018,0.02,0.00
2460,66.0534,49.4655,3.8988,0.583866,0.038988,0.00583866,0.02,0.00
2464.8,65.8718,49.3669,3.8994,0.584698,0.038994,0.00584698,0.02,0.00
2470.2,65.6911,49.2688,3.89999,0.585514,0.0389999,0.00585514,0.02,0.00
2475,65.5113,49.1713,3.90056,0.586315,0.0390056,0.00586315,0.02,0.00
2479.8,65.3322,49.0741,3.90113,0.587101,0.0390113,0.00587101,0.02,0.00
2485.2,65.154,48.9775,3.90168,0.587872,0.0390168,0.00587872,0.02,0.00
2490,64.9767,48.8813,3.90223,0.588628,0.0390223,0.00588628,0.02,0.00
2494.8,64.8002,48.7857,3.90276,0.58937,0.0390276,0.0058937,0.02,0.00
2500.2,64.6245,48.6905,3.90329,0.590098,0.0390329,0.00590098,0.02,0.00
2505,64.4496,48.5957,3.9038,0.590811,0.039038,0.00590811,0.02,0.00
2509.8,64.2755,48.5014,3.90431,0.591511,0.0390431,0.00591511,0.02,0.00
2515.2,64.1023,48.4076,3.90481,0.592196,0.0390481,0.00592196,0.02,0.00
2520,63.9298,48.3143,3.90529,0.592869,0.0390529,0.00592869,0.02,0.00
2524.8,63.7582,48.2214,3.90577,0.593528,0.0390577,0.00593528,0.02,0.00
2530.2,63.5874,48.1289,3.90624,0.594173,0.0390624,0.00594173,0.02,0.00
2535,63.4174,48.0369,3.9067,0.594806,0.039067,0.00594806,0.02,0.00
2539.8,63.2481,47.9454,3.90716,0.595426,0.0390716,0.00595426,0.02,0.00
2545.2,63.0796,47.8542,3.9076,0.596034,0.039076,0.00596034,0.02,0.00
2550,62.912,47.7636,3.90803,0.596629,0.0390803,0.00596629,0.02,0.00
2554.8,62.7451,47.6733,3.90846,0.597212,0.0390846,0.00597212,0.02,0.00
2560.2,62.579,47.5835,3.90888,0.597782,0.0390888,0.00597782,0.02,0.00
2565,62.4136,47.4941,3.90929,0.598341,0.0390929,0.00598341,0.02,0.00
2569.8,62.249,47.4052,3.9097,0.598888,0.039097,0.00598888,0.02,0.00
2575.2,62.0853,47.3167,3.91009,0.599424,0.0391009,0.00599424,0.02,0.00
2580,61.9222,47.2285,3.91048,0.599948,0.0391048,0.00599948,0.02,0.00
2584.8,61.7599,47.1408,3.91086,0.60046,0.0391086,0.0060046,0.02,0.00
2590.2,61.5983,47.0536,3.91124,0.600962,0.0391124,0.00600962,0.02,0.00
2595,61.4376,46.9667,3.91161,0.601453,0.0391161,0.00601453,0.02,0.00
2599.8,61.2775,46.8802,3.91197,0.601933,0.0391197,0.00601933,0.02,0.00
2605.2,61.1182,46.7942,3.91232,0.602403,0.0391232,0.00602403,0.02,0.00
2610,60.9596,46.7085,3.91267,0.602862,0.0391267,0.00602862,0.02,0.00
2614.8,60.8018,46.6233,3.91301,0.60331,0.0391301,0.0060331,0.02,0.00
2620.2,60.6447,46.5384,3.91334,0.603749,0.0391334,0.00603749,0.02,0.00
2625,60.4883,46.4539,3.91367,0.604177,0.0391367,0.00604177,0.02,0.00
2629.8,60.3327,46.3699,3.91399,0.604596,0.0391399,0.00604596,0.02,0.00
2635.2,60.1777,46.2862,3.91431,0.605005,0.0391431,0.00605005,0.02,0.00
2640,60.0235,46.2029,3.91462,0.605404,0.0391462,0.00605404,0.02,0.00
2644.8,59.87,46.12,3.91492,0.605794,0.0391492,0.00605794,0.02,0.00
2650.2,59.7172,46.0375,3.91522,0.606175,0.0391522,0.00606175,0.02,0.00
2655,59.5651,45.9554,3.91551,0.606546,0.0391551,0.00606546,0.02,0.00
2659.8,59.4137,45.8736,3.9158,0.606909,0.039158,0.00606909,0.02,0.00
2665.2,59.263,45.7922,3.91608,0.607262,0.0391608,0.00607262,0.02,0.00
2670,59.113,45.7112,3.91636,0.607607,0.0391636,0.00607607,0.02,0.00
2674.8,58.9637,45.6306,3.91663,0.607943,0.0391663,0.00607943,0.02,0.00
2680.2,58.8151,45.5503,3.9169,0.60827,0.039169,0.0060827,0.02,0.00
2685,58.6671,45.4704,3.91716,0.60859,0.0391716,0.0060859,0.02,0.00
2689.8,58.5199,45.3908,3.91741,0.6089,0.0391741,0.006089,0.02,0.00
2695.2,58.3733,45.3117,3.91766,0.609203,0.0391766,0.00609203,0.02,0.00
2700,58.2274,45.2328,3.91791,0.609498,0.0391791,0.00609498,0.02,0.00
2704.8,58.0821,45.1543,3.91815,0.609784,0.0391815,0.00609784,0.02,0.00
2710.2,57.9375,45.0762,3.91839,0.610063,0.0391839,0.00610063,0.02,0.00
